source,target
472,110
279,212
175,66
117,14
95,14
379,66
375,54
171,163
19,9
472,181
181,300
175,163
19,2
5,430
379,426
277,54
207,277
379,163
338,73
175,338
472,288
288,137
277,161
248,163
175,248
458,66
379,458
439,66
379,439
458,163
426,110
338,66
175,312
466,86
32,20
19,498
4,341
386,86
32,386
19,169
472,19
279,145
263,99
207,263
32,207
288,347
279,300
35,110
439,163
175,439
