source,target
95,114
29,181
114,95
181,29
77,114
31,243
29,492
25,427
15,95
5,338
114,77
243,31
492,29
427,25
95,15
338,5
95,311
67,427
311,95
427,67
77,311
29,472
311,77
472,29
114,117
73,248
117,114
248,73
95,451
25,119
451,95
119,25
77,451
25,266
451,77
266,25
117,451
67,119
451,117
119,67
17,291
423,427
81,97
25,214
6,287
427,423
97,81
214,25
287,6
25,158
