node1,node2
477,471
446,466
402,411
440,457
464,419
457,440
424,491
410,430
486,451
498,413
463,436
458,487
443,404
437,475
499,445
429,406
455,454
452,490
441,427
495,449
451,486
404,443
428,472
475,437
472,428
324,409
285,182
267,107
389,178
398,192
295,150
299,134
386,60
270,114
217,125
303,159
251,109
214,62
212,185
234,468
241,84
340,194
345,176
220,193
348,408
320,105
485,172
325,151
392,177
355,88
219,50
204,469
237,168
247,56
272,65
367,98
365,73
205,189
206,165
336,148
380,170
396,83
259,133
289,71
362,53
257,45
268,35
394,136
232,103
334,147
368,197
379,174
250,141
321,100
319,17
399,47
376,118
400,138
238,180
375,167
249,116
316,37
255,137
258,139
288,8
222,32
312,121
263,481
213,1
349,14
311,2
322,10
356,29
417,52
323,433
280,198
366,85
298,143
294,28
341,18
