source,target
458,287
277,219
256,210
238,256
458,270
328,35
256,10
238,229
458,66
277,20
238,210
194,115
117,55
458,201
256,77
238,55
125,33
445,104
326,21
311,256
256,55
117,229
484,143
401,149
378,143
327,32
326,14
255,104
458,86
424,338
328,115
287,92
194,110
117,210
32,315
458,308
308,36
458,252
277,171
219,96
117,10
32,6
484,53
477,299
435,32
256,16
238,10
117,403
445,65
326,55
