source,target
9820,20245
12049,840
8726,8260
10063,13999
4330,17969
18939,13359
1655,7844
8151,21599
22634,3635
2523,19218
12793,2608
21618,4861
2896,19414
12012,11311
11281,16054
10468,2462
15194,7962
1747,16933
25661,18126
25888,2466
