source,target
20208,8068
7893,168
7101,21094
15127,16571
13161,3025
19211,6014
10468,9111
16280,10660
20656,1660
17824,18437
8863,1626
799,20878
16640,19301
15213,10063
6166,2523
8473,10073
17119,8205
24889,9408
8441,26141
22634,22939
