source,target
2426,7584
15127,14711
19211,401
1316,2541
17824,13619
19651,650
26182,19309
1555,1676
8473,16148
8272,1192
17840,26009
4345,2839
4672,13554
8441,20634
8117,25746
19432,19797
21305,16063
21817,16693
3766,18613
17119,16081
