source,target
9820,1581
21618,14727
2896,16088
10063,25447
7893,11796
25661,24879
1747,14824
16511,3681
12793,15318
12049,16566
21817,579
10468,21250
22634,13996
13254,25899
3583,25129
9471,17104
4672,15153
772,7513
20656,6355
9613,15689
