source,target
9820,1907
8726,11256
2896,7896
12793,26469
20255,26037
8042,10023
12049,3375
8292,13871
8473,10073
2523,6166
23723,197
2545,9406
10124,8195
8863,1626
10468,9111
799,20878
20208,8068
17824,18437
25888,4970
8796,6075
