source,target
447,54
426,115
312,426
269,99
93,6
472,115
426,472
472,199
375,201
269,219
252,201
269,54
248,20
444,6
291,270
269,161
220,289
211,47
195,88
137,430
112,88
20,54
465,289
451,445
312,357
291,312
269,291
264,35
220,114
207,6
113,452
112,463
20,99
441,120
342,47
272,452
264,201
240,170
170,318
472,36
426,199
291,127
269,17
264,194
240,276
215,343
157,318
112,449
20,219
404,51
